"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"benua dan famili ini hendak Aliansi Masyarakat Adat Nusantara jika makbul cita-cita nan tertuang di dalam gugatan i… https://t.co/MwRB9loy5q",FALSE,0,NA,2019-05-29 09:26:58,TRUE,NA,"1133666029828157441",NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","Theresi47074841",0,FALSE,FALSE,NA,NA
"Negara &amp; bngsa niy bakalan aman apbl trcapai hrapan yng tertuang dlam Petisi ini. TTD Petisi, http:/ :… https://t.co/7lFceddHcd",FALSE,0,NA,2019-05-29 09:26:50,TRUE,NA,"1133665994071654400",NA,"<a href=""http://krile2.starwing.net/"" rel=""nofollow"">Krile2</a>","midhatalita",0,FALSE,FALSE,NA,NA
"daerah dan familia ini hendak Aliansi Masyarakat Adat Nusantara jika gol tulang punggung nan tertuang di dalam perm… https://t.co/YlEHQOjrM9",FALSE,0,NA,2019-05-29 09:26:39,TRUE,NA,"1133665949498847232",NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster</a>","calixtohibrizi",0,FALSE,FALSE,NA,NA
"Negara &amp; bngsa inih akn aman apbla trcapai hrpan yg tertuang dlm Petisi ini. TTD Petisi, ling:… https://t.co/R9qyJLU4Tl",FALSE,0,NA,2019-05-29 09:26:31,TRUE,NA,"1133665917756297216",NA,"<a href=""http://www.mixero.com"" rel=""nofollow"">Mixero</a>","libyanzayan",0,FALSE,FALSE,NA,NA
"daerah dan genus ini hendak Aliansi Masyarakat Adat Nusantara kalau terkabul tulang punggung nan tertuang di dalam… https://t.co/o7xoOIrbjh",FALSE,0,NA,2019-05-29 09:26:25,TRUE,NA,"1133665889906118658",NA,"<a href=""https://chrome.google.com/extensions/detail/encaiiljifbdbjlphpgpiimidegddhic"" rel=""nofollow"">Silver Bird</a>","luthfirafiqsy",0,FALSE,FALSE,NA,NA
"Negara n bngsa nie bakalan aman apbla trcapai hrpan yng tertuang dlam Petisi ini. TTD Petisi, ling:… https://t.co/x3tmPDg60d",FALSE,0,NA,2019-05-29 09:26:17,TRUE,NA,"1133665857865801729",NA,"<a href=""http://www.mixero.com"" rel=""nofollow"">Mixero</a>","NeenaSanti",0,FALSE,FALSE,NA,NA
"kerajaan dan familia ini mau Aliansi Masyarakat Adat Nusantara kalau terjangkau asa nan tertuang di dalam tuntutan… https://t.co/lgadDAbWlL",FALSE,0,NA,2019-05-29 09:26:08,TRUE,NA,"1133665818934358017",NA,"<a href=""http://www.mixero.com"" rel=""nofollow"">Mixero</a>","MutiAnisa15",0,FALSE,FALSE,NA,NA
"Negara dn bgsa ni bkl aman apbl trcapai hrapan yg tertuang dlm Petisi ini. TTD Petisi, ling:https://t.co/5CPN8f563Y… https://t.co/tZVymgq33G",FALSE,0,NA,2019-05-29 09:26:00,TRUE,NA,"1133665786986237952",NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster</a>","DavinaMuti",0,FALSE,FALSE,NA,NA
"kampung dan bani ini hendak Aliansi Masyarakat Adat Nusantara bila berhasil maksud nan tertuang di dalam permohonan… https://t.co/QsPb896dyM",FALSE,0,NA,2019-05-29 09:25:48,TRUE,NA,"1133665734507212800",NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster</a>","Salshab188",0,FALSE,FALSE,NA,NA
"Presiden Joko Widodo meminta seluruh kementerian/lembaga segera menindaklanjuti hasil audit, evaluasi dan rekomenda… https://t.co/j8Vs83e19E",FALSE,0,NA,2019-05-29 09:25:46,TRUE,NA,"1133665726315794432",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","AgoesMawardy",0,FALSE,FALSE,NA,NA
"Negara dn bgsa ni bkl aman apbl trcapai hrpn yng tertuang dlam Petisi ini. TTD Petisi, ling:https://t.co/nR8DrJrkrQ… https://t.co/Zgg6PLpJaX",FALSE,0,NA,2019-05-29 09:25:37,TRUE,NA,"1133665687694585857",NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster</a>","KevinUtomo13",0,FALSE,FALSE,NA,NA
"Negara dan Bangsa ini akan aman apabila tercapai harapan yang tertuang dalam Petisi ini. TTD Petisi, Link:… https://t.co/tnKZbGWbsj",FALSE,0,NA,2019-05-29 09:25:28,TRUE,NA,"1133665650453360640",NA,"<a href=""http://www.mixero.com"" rel=""nofollow"">Mixero</a>","hanifah_vitri",0,FALSE,FALSE,NA,NA
"provinsi dan spesies ini bakal Aliansi Masyarakat Adat Nusantara jika kesampaian hajat nan tertuang di dalam permin… https://t.co/fMnpRSVPNL",FALSE,0,NA,2019-05-29 09:25:21,TRUE,NA,"1133665620208185344",NA,"<a href=""https://sites.google.com/site/tweentwitterclient/"" rel=""nofollow"">Tween</a>","nursafitri_dhea",0,FALSE,FALSE,NA,NA
"Negara dn bngsa infstruktur bkl aman apbl trcapai hrapan yng tertuang dlm Petisi ini. TTD Petisi, http:/â€¦ :… https://t.co/8uOvQcdA3m",FALSE,0,NA,2019-05-29 09:25:13,TRUE,NA,"1133665588444745728",NA,"<a href=""http://www.superinhuman.com/badkitty"" rel=""nofollow"">Bad Kitty</a>","FriskaAauliaa",0,FALSE,FALSE,NA,NA
"wilayah dan genus ini hendak Aliansi Masyarakat Adat Nusantara kalau teraih tulang punggung nan tertuang di dalam p… https://t.co/ivMiMyImbW",FALSE,0,NA,2019-05-29 09:25:06,TRUE,NA,"1133665560154140672",NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster</a>","Astuti11830030",0,FALSE,FALSE,NA,NA
"Negara dn bngsa iniih akn aman apbl trcapai hrpan yg tertuang dlm Petisi ini. TTD Petisi, ling:… https://t.co/NVryXAXhbI",FALSE,0,NA,2019-05-29 09:24:58,TRUE,NA,"1133665523747573761",NA,"<a href=""https://sites.google.com/site/tweentwitterclient/"" rel=""nofollow"">Tween</a>","Raden15391552",0,FALSE,FALSE,NA,NA
"meDan Dan orang ini bakal Aliansi Masyarakat Adat Nusantara kalau terjangkau angan-angan nan tertuang di dalam guga… https://t.co/7IkzpNpkC4",FALSE,0,NA,2019-05-29 09:24:51,TRUE,NA,"1133665495503130624",NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster</a>","eva83721432",0,FALSE,FALSE,NA,NA
"Negara &amp; bngsa nie akn aman apbla trcapai hrapan yng tertuang dlam Petisi ini. TTD Petisi, ling:… https://t.co/9hnPiX2e1S",FALSE,0,NA,2019-05-29 09:24:25,TRUE,NA,"1133665388636413952",NA,"<a href=""https://chrome.google.com/extensions/detail/encaiiljifbdbjlphpgpiimidegddhic"" rel=""nofollow"">Silver Bird</a>","Hendra23430059",0,FALSE,FALSE,NA,NA
"kesultanan dan orang ini mau Aliansi Masyarakat Adat Nusantara jika terjangkau tumpuan nan tertuang di dalam gugata… https://t.co/TyKq8xnlhj",FALSE,0,NA,2019-05-29 09:24:12,TRUE,NA,"1133665332793565184",NA,"<a href=""http://krile2.starwing.net/"" rel=""nofollow"">Krile2</a>","Deanakalista3",0,FALSE,FALSE,NA,NA
"Negara n bgsa niy bkl aman apbla trcapai hrapn yg tertuang dlm Petisi ini. TTD Petisi, http:/â€¦ :… https://t.co/kOyU8Dz3ni",FALSE,0,NA,2019-05-29 09:23:58,TRUE,NA,"1133665274652028929",NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster</a>","dellaapsarini",0,FALSE,FALSE,NA,NA
"benua dan genus ini bakal Aliansi Masyarakat Adat Nusantara bila terlaksana keinginan nan tertuang di dalam permoho… https://t.co/vtNFB3RtvU",FALSE,0,NA,2019-05-29 09:23:51,TRUE,NA,"1133665246848069632",NA,"<a href=""https://sites.google.com/site/tweentwitterclient/"" rel=""nofollow"">Tween</a>","Daivakalyca1",0,FALSE,FALSE,NA,NA
"Negara n bngsa niy bakalan aman apbl trcapai hrapan yg tertuang dlam Petisi ini. TTD Petisi, http:/â€¦ :… https://t.co/hyUcYPMZW8",FALSE,0,NA,2019-05-29 09:23:45,TRUE,NA,"1133665218301530113",NA,"<a href=""http://www.superinhuman.com/badkitty"" rel=""nofollow"">Bad Kitty</a>","Reikisavian12",0,FALSE,FALSE,NA,NA
"benua dan spesies ini mau Aliansi Masyarakat Adat Nusantara jika berhasil angan-angan nan tertuang di dalam gugatan… https://t.co/DLpopGnqGK",FALSE,0,NA,2019-05-29 09:23:35,TRUE,NA,"1133665175905529856",NA,"<a href=""https://sites.google.com/site/tweentwitterclient/"" rel=""nofollow"">Tween</a>","Nishadjazztin1",0,FALSE,FALSE,NA,NA
"Negara n bgsa iniih bkl aman apbla trcapai hrpn yg tertuang dlm Petisi ini. TTD Petisi, http:/ :… https://t.co/3gWjYrZllS",FALSE,0,NA,2019-05-29 09:23:28,TRUE,NA,"1133665148890112001",NA,"<a href=""http://krile2.starwing.net/"" rel=""nofollow"">Krile2</a>","Neandrosabian13",0,FALSE,FALSE,NA,NA
"desa dan kelas ini hendak Aliansi Masyarakat Adat Nusantara kalau jadi intensi nan tertuang di dalam permintaan ini… https://t.co/hjqs0I68A3",FALSE,0,NA,2019-05-29 09:23:20,TRUE,NA,"1133665116207976448",NA,"<a href=""https://chrome.google.com/extensions/detail/encaiiljifbdbjlphpgpiimidegddhic"" rel=""nofollow"">Silver Bird</a>","Ardianadhlino3",0,FALSE,FALSE,NA,NA
"Negara &amp; bngsa iniih bkl aman apbl trcapai hrapn yng tertuang dlm Petisi ini. TTD Petisi, http:/ :… https://t.co/EbsjIpsuv3",FALSE,0,NA,2019-05-29 09:23:12,TRUE,NA,"1133665079788892160",NA,"<a href=""https://chrome.google.com/extensions/detail/encaiiljifbdbjlphpgpiimidegddhic"" rel=""nofollow"">Silver Bird</a>","RadityaBilal1",0,FALSE,FALSE,NA,NA
"Negara &amp; bngsa iniih bakalan aman apbla trcapai hrpn yng tertuang dlm Petisi ini. TTD Petisi, http:/ :… https://t.co/kxdeVL1lr6",FALSE,0,NA,2019-05-29 09:22:57,TRUE,NA,"1133665019294470144",NA,"<a href=""https://sites.google.com/site/tweentwitterclient/"" rel=""nofollow"">Tween</a>","SantiKirana15",0,FALSE,FALSE,NA,NA
"tanah air dan kelompok ini mau Aliansi Masyarakat Adat Nusantara kalau teraih tujuan nan tertuang di dalam gugatan… https://t.co/l6JKEkedtJ",FALSE,0,NA,2019-05-29 09:22:47,TRUE,NA,"1133664978404139008",NA,"<a href=""http://krile2.starwing.net/"" rel=""nofollow"">Krile2</a>","KeswaraPutri",0,FALSE,FALSE,NA,NA
"Negara dn bgsa infstruktur bkl aman apbla trcapai hrapn yng tertuang dlam Petisi ini. TTD Petisi, ling:… https://t.co/nZJTq3NMaM",FALSE,0,NA,2019-05-29 09:22:40,TRUE,NA,"1133664945613094912",NA,"<a href=""http://krile2.starwing.net/"" rel=""nofollow"">Krile2</a>","AugustaDeolinda",0,FALSE,FALSE,NA,NA
"dunia dan anak ini hendak Aliansi Masyarakat Adat Nusantara jika terlaksana pamrih nan tertuang di dalam gugatan in… https://t.co/niy0H17ilx",FALSE,0,NA,2019-05-29 09:22:32,TRUE,NA,"1133664913983803397",NA,"<a href=""http://krile2.starwing.net/"" rel=""nofollow"">Krile2</a>","deolinda_kirana",0,FALSE,FALSE,NA,NA
"Negara &amp; bngsa iniih akn aman apbla trcapai hrpn yg tertuang dlam Petisi ini. TTD Petisi, http:/â€¦ :… https://t.co/oKZSNoh4Vt",FALSE,0,NA,2019-05-29 09:22:22,TRUE,NA,"1133664871621414912",NA,"<a href=""https://sites.google.com/site/tweentwitterclient/"" rel=""nofollow"">Tween</a>","NikolaSerafino",0,FALSE,FALSE,NA,NA
"mantappp terimkasih presidenku Ir. Joko Widodo,,<U+0001F607><U+0001F64F><U+0001F64F> https://t.co/qx5iWmpBpT",FALSE,0,NA,2019-05-29 09:22:19,FALSE,NA,"1133664858443014144",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","aang_thea",0,FALSE,FALSE,NA,NA
"tanah tumpah darah dan go-longan ini hendak Aliansi Masyarakat Adat Nusantara bila kesampaian tumpuan nan tertuang… https://t.co/vuXlIJgMRg",FALSE,0,NA,2019-05-29 09:22:15,TRUE,NA,"1133664840805863424",NA,"<a href=""https://sites.google.com/site/tweentwitterclient/"" rel=""nofollow"">Tween</a>","GavinArfan1",0,FALSE,FALSE,NA,NA
"Negara &amp; bngsa nie bkl aman apbl trcapai hrpn yng tertuang dlm Petisi ini. TTD Petisi, ling:https://t.co/9atw9t26Tc… https://t.co/d9CUDe612U",FALSE,0,NA,2019-05-29 09:22:07,TRUE,NA,"1133664808752934912",NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster</a>","PratamaArdafa",0,FALSE,FALSE,NA,NA
"wilayah dan go-longan ini bakal Aliansi Masyarakat Adat Nusantara bila terkabul pamrih nan tertuang di dalam permoh… https://t.co/rDIfg1Rr8M",FALSE,0,NA,2019-05-29 09:21:54,TRUE,NA,"1133664754289876992",NA,"<a href=""https://chrome.google.com/extensions/detail/encaiiljifbdbjlphpgpiimidegddhic"" rel=""nofollow"">Silver Bird</a>","FarelCarney",0,FALSE,FALSE,NA,NA
"Negara dn bngsa ne akn aman apbla trcapai hrapn yg tertuang dlam Petisi ini. TTD Petisi, http:/â€¦ :… https://t.co/LY75245pux",FALSE,0,NA,2019-05-29 09:21:44,TRUE,NA,"1133664713059868672",NA,"<a href=""https://chrome.google.com/extensions/detail/encaiiljifbdbjlphpgpiimidegddhic"" rel=""nofollow"">Silver Bird</a>","FArdafa",0,FALSE,FALSE,NA,NA
"jajahan dan kategori ini mau Aliansi Masyarakat Adat Nusantara kalau gol maksud nan tertuang di dalam permintaan in… https://t.co/Xch8QeHOcY",FALSE,0,NA,2019-05-29 09:21:36,TRUE,NA,"1133664678821761024",NA,"<a href=""http://krile2.starwing.net/"" rel=""nofollow"">Krile2</a>","DellaFitriana4",0,FALSE,FALSE,NA,NA
"@Kemenag_RI Syukur Alhamdulillah apa bila seluruh penyelenggara negara wajib bersikap jujur dan patuh kepada peratu… https://t.co/nKPVFqgQZ5",FALSE,2,"Kemenag_RI",2019-05-29 09:21:31,TRUE,"1133661257897107457","1133664658148118528","175261567","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DgAlimuddin",0,FALSE,FALSE,NA,NA
"Negara dn bngsa ne bakalan aman apbla trcapai hrapn yng tertuang dlm Petisi ini. TTD Petisi, http:/ :… https://t.co/IyOZRkN0yH",FALSE,0,NA,2019-05-29 09:21:27,TRUE,NA,"1133664642369110016",NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster</a>","RahmatFirm4a",0,FALSE,FALSE,NA,NA
"wilayah dan keturunan ini mau Aliansi Masyarakat Adat Nusantara kalau teraih andalan nan tertuang di dalam gugatan… https://t.co/Ke09HbKvL8",FALSE,0,NA,2019-05-29 09:21:20,TRUE,NA,"1133664611163561985",NA,"<a href=""https://chrome.google.com/extensions/detail/encaiiljifbdbjlphpgpiimidegddhic"" rel=""nofollow"">Silver Bird</a>","FahriAhmad41",0,FALSE,FALSE,NA,NA
"Negara &amp; bgsa ni bkl aman apbl trcapai hrapan yng tertuang dlm Petisi ini. TTD Petisi, ling:https://t.co/SsOFWLHHu7… https://t.co/AgNSruZUTQ",FALSE,0,NA,2019-05-29 09:20:09,TRUE,NA,"1133664315381182464",NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster</a>","AndhikaFebr",0,FALSE,FALSE,NA,NA
"benua dan famili ini hendak Aliansi Masyarakat Adat Nusantara jika makbul cita-cita nan tertuang di dalam gugatan i… https://t.co/9TKF20BLNv",FALSE,0,NA,2019-05-29 09:20:00,TRUE,NA,"1133664275820453890",NA,"<a href=""http://www.superinhuman.com/badkitty"" rel=""nofollow"">Bad Kitty</a>","FirdaAu1ia",0,FALSE,FALSE,NA,NA
"Negara &amp; bngsa niy bakalan aman apbl trcapai hrapan yng tertuang dlam Petisi ini. TTD Petisi, http:/ :… https://t.co/FmStSwQRXP",FALSE,0,NA,2019-05-29 09:19:53,TRUE,NA,"1133664245818642433",NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","ChikaAngrai",0,FALSE,FALSE,NA,NA
"daerah dan familia ini hendak Aliansi Masyarakat Adat Nusantara jika gol tulang punggung nan tertuang di dalam perm… https://t.co/QOqm3bDeNl",FALSE,0,NA,2019-05-29 09:19:43,TRUE,NA,"1133664203431063552",NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster</a>","FarhanHimawan5",0,FALSE,FALSE,NA,NA
"Negara &amp; bngsa inih akn aman apbla trcapai hrpan yg tertuang dlm Petisi ini. TTD Petisi, ling:… https://t.co/WBFbEzKRA8",FALSE,0,NA,2019-05-29 09:19:36,TRUE,NA,"1133664176558157826",NA,"<a href=""https://chrome.google.com/extensions/detail/encaiiljifbdbjlphpgpiimidegddhic"" rel=""nofollow"">Silver Bird</a>","VickyGunaw4n",0,FALSE,FALSE,NA,NA
"daerah dan genus ini hendak Aliansi Masyarakat Adat Nusantara kalau terkabul tulang punggung nan tertuang di dalam… https://t.co/w1LAoAwL0u",FALSE,0,NA,2019-05-29 09:19:26,TRUE,NA,"1133664134212440064",NA,"<a href=""https://sites.google.com/site/tweentwitterclient/"" rel=""nofollow"">Tween</a>","HalizaVitri",0,FALSE,FALSE,NA,NA
"Negara n bngsa nie bakalan aman apbla trcapai hrpan yng tertuang dlam Petisi ini. TTD Petisi, ling:… https://t.co/4atQJHfbxg",FALSE,0,NA,2019-05-29 09:19:16,TRUE,NA,"1133664091359154177",NA,"<a href=""http://www.superinhuman.com/badkitty"" rel=""nofollow"">Bad Kitty</a>","ShafaHumaira9",0,FALSE,FALSE,NA,NA
"Jokowi Bersyukur 3 Tahun Berturut-turut Dapat WTP dari BPK https://t.co/N1DDfb5BGx

Jakarta, IDN Times - Presiden J… https://t.co/DS6WJUPLt1",FALSE,0,NA,2019-05-29 09:19:11,TRUE,NA,"1133664069213458432",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","ILoveBlueBand",0,FALSE,FALSE,NA,NA
"kerajaan dan familia ini mau Aliansi Masyarakat Adat Nusantara kalau terjangkau asa nan tertuang di dalam tuntutan… https://t.co/4ixWNYsoIX",FALSE,0,NA,2019-05-29 09:19:04,TRUE,NA,"1133664040062861312",NA,"<a href=""http://krile2.starwing.net/"" rel=""nofollow"">Krile2</a>","RaihanRamadh4",0,FALSE,FALSE,NA,NA
"Negara dn bgsa ni bkl aman apbl trcapai hrapan yg tertuang dlm Petisi ini. TTD Petisi, ling:https://t.co/H5bbi20cIc… https://t.co/yfdQlbFZyx",FALSE,0,NA,2019-05-29 09:18:52,TRUE,NA,"1133663989563420672",NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","FajarAndhik",0,FALSE,FALSE,NA,NA
"kampung dan bani ini hendak Aliansi Masyarakat Adat Nusantara bila berhasil maksud nan tertuang di dalam permohonan… https://t.co/dkZoxPWWbQ",FALSE,0,NA,2019-05-29 09:18:43,TRUE,NA,"1133663953014312960",NA,"<a href=""http://www.superinhuman.com/badkitty"" rel=""nofollow"">Bad Kitty</a>","nazwapu99031608",0,FALSE,FALSE,NA,NA
"Negara dn bgsa ni bkl aman apbl trcapai hrpn yng tertuang dlam Petisi ini. TTD Petisi, ling:https://t.co/sqQEZokaDQ… https://t.co/MzOsqz5pcY",FALSE,0,NA,2019-05-29 09:18:35,TRUE,NA,"1133663918553853952",NA,"<a href=""http://krile2.starwing.net/"" rel=""nofollow"">Krile2</a>","Daivaanalise1",0,FALSE,FALSE,NA,NA
"Negara dan Bangsa ini akan aman apabila tercapai harapan yang tertuang dalam Petisi ini. TTD Petisi, Link:… https://t.co/z54aFo9KUk",FALSE,0,NA,2019-05-29 09:18:27,TRUE,NA,"1133663884873617408",NA,"<a href=""https://sites.google.com/site/tweentwitterclient/"" rel=""nofollow"">Tween</a>","devinaalisa",0,FALSE,FALSE,NA,NA
"provinsi dan spesies ini bakal Aliansi Masyarakat Adat Nusantara jika kesampaian hajat nan tertuang di dalam permin… https://t.co/cswBxcESL5",FALSE,0,NA,2019-05-29 09:18:20,TRUE,NA,"1133663854997565440",NA,"<a href=""https://chrome.google.com/extensions/detail/encaiiljifbdbjlphpgpiimidegddhic"" rel=""nofollow"">Silver Bird</a>","Davinaq65699853",0,FALSE,FALSE,NA,NA
"Negara dn bngsa infstruktur bkl aman apbl trcapai hrapan yng tertuang dlm Petisi ini. TTD Petisi, http:/â€¦ :… https://t.co/xRBZWVZqKk",FALSE,0,NA,2019-05-29 09:18:01,TRUE,NA,"1133663775930773505",NA,"<a href=""http://www.mixero.com"" rel=""nofollow"">Mixero</a>","Clarana41591303",0,FALSE,FALSE,NA,NA
"Negara dn bngsa iniih akn aman apbl trcapai hrpan yg tertuang dlm Petisi ini. TTD Petisi, ling:… https://t.co/9oGPWfxCvs",FALSE,0,NA,2019-05-29 09:17:43,TRUE,NA,"1133663702333308928",NA,"<a href=""http://www.mixero.com"" rel=""nofollow"">Mixero</a>","Anindyasalma7",0,FALSE,FALSE,NA,NA
"meDan Dan orang ini bakal Aliansi Masyarakat Adat Nusantara kalau terjangkau angan-angan nan tertuang di dalam guga… https://t.co/l5XyG0wpID",FALSE,0,NA,2019-05-29 09:17:36,TRUE,NA,"1133663671689682944",NA,"<a href=""http://krile2.starwing.net/"" rel=""nofollow"">Krile2</a>","Carikapuspa2",0,FALSE,FALSE,NA,NA
"Negara &amp; bngsa nie akn aman apbla trcapai hrapan yng tertuang dlam Petisi ini. TTD Petisi, ling:… https://t.co/LMql9JNdTj",FALSE,0,NA,2019-05-29 09:17:28,TRUE,NA,"1133663636495331329",NA,"<a href=""https://chrome.google.com/extensions/detail/encaiiljifbdbjlphpgpiimidegddhic"" rel=""nofollow"">Silver Bird</a>","Ardimanhadyan1",0,FALSE,FALSE,NA,NA
"kesultanan dan orang ini mau Aliansi Masyarakat Adat Nusantara jika terjangkau tumpuan nan tertuang di dalam gugata… https://t.co/Hn8Og4LeL8",FALSE,0,NA,2019-05-29 09:17:19,TRUE,NA,"1133663602487906304",NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster</a>","Alvianputra121",1,FALSE,FALSE,NA,NA
"Negara n bgsa niy bkl aman apbla trcapai hrapn yg tertuang dlm Petisi ini. TTD Petisi, http:/â€¦ :… https://t.co/4EksLpIyoD",FALSE,1,NA,2019-05-29 09:17:13,TRUE,NA,"1133663573559767040",NA,"<a href=""http://krile2.starwing.net/"" rel=""nofollow"">Krile2</a>","Alariczeroun19",1,FALSE,FALSE,NA,NA
"benua dan genus ini bakal Aliansi Masyarakat Adat Nusantara bila terlaksana keinginan nan tertuang di dalam permoho… https://t.co/PsIQn6S2ug",FALSE,0,NA,2019-05-29 09:17:06,TRUE,NA,"1133663546921934848",NA,"<a href=""http://www.superinhuman.com/badkitty"" rel=""nofollow"">Bad Kitty</a>","DilaSela",0,FALSE,FALSE,NA,NA
"Negara n bngsa niy bakalan aman apbl trcapai hrapan yg tertuang dlam Petisi ini. TTD Petisi, http:/â€¦ :… https://t.co/JZs8uhPS2b",FALSE,0,NA,2019-05-29 09:16:52,TRUE,NA,"1133663488692428801",NA,"<a href=""http://www.superinhuman.com/badkitty"" rel=""nofollow"">Bad Kitty</a>","GalihPradanaPu1",0,FALSE,FALSE,NA,NA
"benua dan spesies ini mau Aliansi Masyarakat Adat Nusantara jika berhasil angan-angan nan tertuang di dalam gugatan… https://t.co/SoTlGwFjuR",FALSE,0,NA,2019-05-29 09:16:38,TRUE,NA,"1133663428843671552",NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","ErlinIndah4",0,FALSE,FALSE,NA,NA
"Negara n bgsa iniih bkl aman apbla trcapai hrpn yg tertuang dlm Petisi ini. TTD Petisi, http:/ :… https://t.co/fB58asGcev",FALSE,0,NA,2019-05-29 09:16:22,TRUE,NA,"1133663361575444480",NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster</a>","EmiraDewi",0,FALSE,FALSE,NA,NA
"desa dan kelas ini hendak Aliansi Masyarakat Adat Nusantara kalau jadi intensi nan tertuang di dalam permintaan ini… https://t.co/iA2m4siBEo",FALSE,0,NA,2019-05-29 09:16:14,TRUE,NA,"1133663329296109568",NA,"<a href=""http://krile2.starwing.net/"" rel=""nofollow"">Krile2</a>","DemiraMilanda",0,FALSE,FALSE,NA,NA
"Negara &amp; bngsa iniih bkl aman apbl trcapai hrapn yng tertuang dlm Petisi ini. TTD Petisi, http:/ :… https://t.co/O22D9TEoXW",FALSE,0,NA,2019-05-29 09:16:02,TRUE,NA,"1133663278821888000",NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster</a>","SemiraDewi",0,FALSE,FALSE,NA,NA
"daerah dan spesies ini bakal Aliansi Masyarakat Adat Nusantara bila makbul angan-angan nan tertuang di dalam gugata… https://t.co/qe1wECVkm8",FALSE,0,NA,2019-05-29 09:15:54,TRUE,NA,"1133663244902490112",NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster</a>","MilandaAmira",0,FALSE,FALSE,NA,NA
"Negara &amp; bngsa iniih bakalan aman apbla trcapai hrpn yng tertuang dlm Petisi ini. TTD Petisi, http:/ :… https://t.co/0Oe38KvJid",FALSE,0,NA,2019-05-29 09:15:46,TRUE,NA,"1133663210874138624",NA,"<a href=""https://sites.google.com/site/tweentwitterclient/"" rel=""nofollow"">Tween</a>","OrlinSemira",0,FALSE,FALSE,NA,NA
"tanah air dan kelompok ini mau Aliansi Masyarakat Adat Nusantara kalau teraih tujuan nan tertuang di dalam gugatan… https://t.co/LuxfXyf7D2",FALSE,0,NA,2019-05-29 09:15:38,TRUE,NA,"1133663176728276992",NA,"<a href=""http://www.superinhuman.com/badkitty"" rel=""nofollow"">Bad Kitty</a>","MalimdaS",0,FALSE,FALSE,NA,NA
"Negara dn bgsa infstruktur bkl aman apbla trcapai hrapn yng tertuang dlam Petisi ini. TTD Petisi, ling:… https://t.co/FELtL40Dp5",FALSE,0,NA,2019-05-29 09:15:28,TRUE,NA,"1133663137075306496",NA,"<a href=""https://sites.google.com/site/tweentwitterclient/"" rel=""nofollow"">Tween</a>","DevanKeitaro",0,FALSE,FALSE,NA,NA
"dunia dan anak ini hendak Aliansi Masyarakat Adat Nusantara jika terlaksana pamrih nan tertuang di dalam gugatan in… https://t.co/FKqJ0T5ryf",FALSE,0,NA,2019-05-29 09:15:15,TRUE,NA,"1133663081349783552",NA,"<a href=""http://krile2.starwing.net/"" rel=""nofollow"">Krile2</a>","KeitaroDavin",0,FALSE,FALSE,NA,NA
"Negara &amp; bngsa iniih akn aman apbla trcapai hrpn yg tertuang dlam Petisi ini. TTD Petisi, http:/â€¦ :… https://t.co/jI6pcDxPwf",FALSE,0,NA,2019-05-29 09:15:07,TRUE,NA,"1133663047598321664",NA,"<a href=""http://www.mixero.com"" rel=""nofollow"">Mixero</a>","DevinAbraham",0,FALSE,FALSE,NA,NA
"tanah tumpah darah dan go-longan ini hendak Aliansi Masyarakat Adat Nusantara bila kesampaian tumpuan nan tertuang… https://t.co/IuDOQeFE11",FALSE,0,NA,2019-05-29 09:15:00,TRUE,NA,"1133663018720514048",NA,"<a href=""http://www.superinhuman.com/badkitty"" rel=""nofollow"">Bad Kitty</a>","ElenoAbraham",0,FALSE,FALSE,NA,NA
